coordinates;created_at;hashtags;media;urls;favorite_count;id;in_reply_to_screen_name;in_reply_to_status_id;in_reply_to_user_id;lang;place;possibly_sensitive;quote_id;retweet_count;retweet_id;retweet_screen_name;source;text;tweet_url;user_created_at;user_id;user_default_profile_image;user_description;user_favourites_count;user_followers_count;user_friends_count;user_listed_count;user_location;user_name;user_screen_name;user_statuses_count;user_time_zone;user_urls;user_verified
;Wed Jun 02 18:27:48 +0000 2021;Warszawa;;;0;1400157216804675585;;;;pl;;;;381;1400155845044867072;dziadkowiebiz;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"UWAGA #Warszawa Bułgarska 2/4

Pan Grzegorz przez wiele lat w tym samym miejscu prowadził punkt naprawy obuwia. Po zlikwidowaniu bazarku na Sadybie właściciel musiał zmienić lokalizację. Jest mistrzem w swoim fachu i potrafi uratować każde buty. Koniecznie do niego zajrzyjcie! https://t.co/GoK93cfS4L";https://twitter.com/kwietniowka/status/1400157216804675585;Sat May 30 18:11:07 +0000 2020;1266794204665196544;FAŁSZ;• 18 yo • she/her •;46246;127;328;1;bookshelf;nal;kwietniowka;5910;;http://podgzybki.blogspot.com;FAŁSZ
;Wed Jun 02 18:33:16 +0000 2021;Warszawa;;;0;1400158592964206593;;;;pl;;;;381;1400155845044867072;dziadkowiebiz;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"UWAGA #Warszawa Bułgarska 2/4

Pan Grzegorz przez wiele lat w tym samym miejscu prowadził punkt naprawy obuwia. Po zlikwidowaniu bazarku na Sadybie właściciel musiał zmienić lokalizację. Jest mistrzem w swoim fachu i potrafi uratować każde buty. Koniecznie do niego zajrzyjcie! https://t.co/GoK93cfS4L";https://twitter.com/vXmeiXv/status/1400158592964206593;Sat Feb 03 12:18:44 +0000 2018;959763080770129920;FAŁSZ;#DANIEL: Check one two this is motherfucking bloo (fan account);129408;886;1350;33;she/her khh kpop cpop;ame ★ WILL SEE LUMINOUS;vXmeiXv;53372;;http://dawonmybeloved.carrd.co;FAŁSZ
;Wed Jun 02 18:39:53 +0000 2021;;;;0;1400160255456186383;;;;pl;;;;44;1400024293673742336;Jolanta04248287;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";ZNAJDŹMY TEGO SZMACIARZA‼️‼️‼️Policja udostępnia zdjęcie mężczyzny, który mógł okraść 92-letniego powstańca https://t.co/3hBiZ52S88 przez @OnetWiadomosci;https://twitter.com/irenagos/status/1400160255456186383;Fri Nov 21 17:54:48 +0000 2014;2887099821;FAŁSZ;Sarkazm mi ojcem, ironia matką - z mym charakterem nie ma tak łatwo...;147940;7611;990;18;Pomorskie, Polska;reina #CSB 🇪🇺;irenagos;83475;;;FAŁSZ
;Wed Jun 02 19:03:22 +0000 2021;Warszawa;;;0;1400166165654163457;;;;pl;;;;381;1400155845044867072;dziadkowiebiz;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"UWAGA #Warszawa Bułgarska 2/4

Pan Grzegorz przez wiele lat w tym samym miejscu prowadził punkt naprawy obuwia. Po zlikwidowaniu bazarku na Sadybie właściciel musiał zmienić lokalizację. Jest mistrzem w swoim fachu i potrafi uratować każde buty. Koniecznie do niego zajrzyjcie! https://t.co/GoK93cfS4L";https://twitter.com/xOnlyDanix/status/1400166165654163457;Mon Sep 10 13:21:48 +0000 2018;1039141894285127681;FAŁSZ;"we were kids at the start, I guess we're grown-ups now...
#Cheesusiary 
(fanaccount)";24256;562;838;10;Wielkopolskie, Polska;▽ Dani SAW LITTLE MIX ▽ ミ☆;xOnlyDanix;32482;;https://youtu.be/r4P-WOOUPk4;FAŁSZ
;Wed Jun 02 18:27:38 +0000 2021;;;;0;1400157171531321345;;;;pl;;;;8;1400109828517814272;rafalhubert;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Po usunięciu archiwalnych zdjeć czołgów z programu historycznego Tubka laskawie zdjęla blokadę z materiału na temat historii Czechosłowacji którą przedstawi Panatwu dziś o 20.00 doktor Radosław Zenderowski z @UKSW_Warszawa Zapraszam. https://t.co/gVBW9fJSk9;https://twitter.com/RadoslawSniadek/status/1400157171531321345;Fri May 18 10:14:44 +0000 2018;997420212545818624;PRAWDA;;95655;82;469;0;;Radosław Śniadek;RadoslawSniadek;7479;;;FAŁSZ
;Wed Jun 02 18:50:09 +0000 2021;Warszawa;;;0;1400162838065385476;;;;pl;;;;381;1400155845044867072;dziadkowiebiz;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"UWAGA #Warszawa Bułgarska 2/4

Pan Grzegorz przez wiele lat w tym samym miejscu prowadził punkt naprawy obuwia. Po zlikwidowaniu bazarku na Sadybie właściciel musiał zmienić lokalizację. Jest mistrzem w swoim fachu i potrafi uratować każde buty. Koniecznie do niego zajrzyjcie! https://t.co/GoK93cfS4L";https://twitter.com/__solsikke/status/1400162838065385476;Mon Jul 22 09:39:15 +0000 2019;1153238064627683328;FAŁSZ;he/him || wszystko jest darmowe, jeśli biegasz wystarczająco szybko || bądźmy eko, bo chcę mieć na starość czym oddychać || acab || infj || priv: @fra__ann;65064;401;659;9;no pet names;arszenik;__solsikke;11835;;https://zaimki.pl/@arszenik;FAŁSZ
;Wed Jun 02 18:25:46 +0000 2021;;;;0;1400156705812619265;;;;pl;;;;44;1400024293673742336;Jolanta04248287;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";ZNAJDŹMY TEGO SZMACIARZA‼️‼️‼️Policja udostępnia zdjęcie mężczyzny, który mógł okraść 92-letniego powstańca https://t.co/3hBiZ52S88 przez @OnetWiadomosci;https://twitter.com/noro7301/status/1400156705812619265;Sat Apr 02 19:47:17 +0000 2016;716351314486292481;FAŁSZ;"Pisząc świat, ten dobry nasz Bóg, nie wiedział, że kleks spadnie właśnie tu.../Worker👷. 
Zagłębie Dąbrowskie 

https://t.co/xAEjRQkOX8

#SilniRazem";39046;2988;2993;0;Polska;Robert (psztymucel_nulek79) 🇵🇱🇪🇺. ✌️🇺🇦;noro7301;8944;;;FAŁSZ
;Wed Jun 02 18:48:03 +0000 2021;;;;0;1400162313588592652;CezaryNorge;1400162272052404230;169320047;pl;;;;0;;;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"@KropkaNadI @POTUS 4
Z powstaniem bohater Warszawy
Radość wolności Polskiej wrzawy
Dla wolności wylanej krwi chrzcić
Warszawa krwawo będzie się bić";https://twitter.com/CezaryNorge/status/1400162313588592652;Thu Jul 22 02:03:56 +0000 2010;169320047;FAŁSZ;Fenix co pięćset lat się rodzi             I w popiele spalonych brodzi Minione czasy on wspomina     Ptaka istnienie a w nim wina Mówią że ptaka jego nie ma;741;5;0;0;Norge;Cezary Trabski;CezaryNorge;50451;;;FAŁSZ
;Wed Jun 02 19:13:53 +0000 2021;Warszawa;;;0;1400168810964004864;;;;pl;;;;381;1400155845044867072;dziadkowiebiz;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"UWAGA #Warszawa Bułgarska 2/4

Pan Grzegorz przez wiele lat w tym samym miejscu prowadził punkt naprawy obuwia. Po zlikwidowaniu bazarku na Sadybie właściciel musiał zmienić lokalizację. Jest mistrzem w swoim fachu i potrafi uratować każde buty. Koniecznie do niego zajrzyjcie! https://t.co/GoK93cfS4L";https://twitter.com/pastalkerze/status/1400168810964004864;Wed May 20 16:32:10 +0000 2020;1263145447020953600;FAŁSZ;she/her #twitteroweksiazkary;121551;448;793;1;Los Angeles, CA;weron;pastalkerze;30106;;;FAŁSZ
;Wed Jun 02 19:09:52 +0000 2021;Warszawa;;;0;1400167802485493760;;;;pl;;;;381;1400155845044867072;dziadkowiebiz;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"UWAGA #Warszawa Bułgarska 2/4

Pan Grzegorz przez wiele lat w tym samym miejscu prowadził punkt naprawy obuwia. Po zlikwidowaniu bazarku na Sadybie właściciel musiał zmienić lokalizację. Jest mistrzem w swoim fachu i potrafi uratować każde buty. Koniecznie do niego zajrzyjcie! https://t.co/GoK93cfS4L";https://twitter.com/JoannaD73006841/status/1400167802485493760;Fri Feb 12 14:33:56 +0000 2021;1360235531385393157;FAŁSZ;"Mierzi mnie to co się w Polsce teraz dzieje,
Gdy rządzą krajem cyniczni złodzieje.
Liczę, że czas jest ich już bliski,
Zawsze wszak przyjdzie kres na matyski!";40289;1047;1398;1;;Joanna prawie D'Arc ***** ***;JoannaD73006841;10910;;;FAŁSZ
;Wed Jun 02 18:29:19 +0000 2021;Warszawa;;;0;1400157599186751498;;;;pl;;;;381;1400155845044867072;dziadkowiebiz;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"UWAGA #Warszawa Bułgarska 2/4

Pan Grzegorz przez wiele lat w tym samym miejscu prowadził punkt naprawy obuwia. Po zlikwidowaniu bazarku na Sadybie właściciel musiał zmienić lokalizację. Jest mistrzem w swoim fachu i potrafi uratować każde buty. Koniecznie do niego zajrzyjcie! https://t.co/GoK93cfS4L";https://twitter.com/lukaszwlkppd/status/1400157599186751498;Sun Oct 13 13:35:00 +0000 2019;1183375549441417216;FAŁSZ;Współsprawca dojścia PiS do władzy. Mea culpa.;70255;703;1513;10;Polska;exotico;lukaszwlkppd;18172;;;FAŁSZ
;Wed Jun 02 18:59:22 +0000 2021;;;https://youtu.be/E3_v5tU-1Tc;0;1400165157968490501;;;;pl;;FAŁSZ;;1;1400145708020387842;iga_1a;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";HYMN (PIEŚŃ) WOLNYCH LUDZI * Warszawa 29-05-2021 * Danser encore https://t.co/cn7cyw68uE przez @YouTube;https://twitter.com/iga_1a/status/1400165157968490501;Sat Feb 17 19:13:32 +0000 2018;964940895496830976;FAŁSZ;"MA in Economics, retired
mgr ekonomii, na emeryturze";19094;7036;7516;11;Poland🇵🇱;Iga1;iga_1a;23125;;;FAŁSZ
;Wed Jun 02 19:05:41 +0000 2021;Warszawa;;;0;1400166748511522818;;;;pl;;;;381;1400155845044867072;dziadkowiebiz;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"UWAGA #Warszawa Bułgarska 2/4

Pan Grzegorz przez wiele lat w tym samym miejscu prowadził punkt naprawy obuwia. Po zlikwidowaniu bazarku na Sadybie właściciel musiał zmienić lokalizację. Jest mistrzem w swoim fachu i potrafi uratować każde buty. Koniecznie do niego zajrzyjcie! https://t.co/GoK93cfS4L";https://twitter.com/lucylucysiubsia/status/1400166748511522818;Sun Jul 31 17:43:05 +0000 2016;759806602098663424;FAŁSZ;Kobieta, zołza i wiedżma po prostu.💙💛🌈❤🐕Ja nie klnę,zaklęcia rzucam.😉Książki, magia w kuchni 🥘,😁kocham zwierzaki.;224695;1696;2102;2;;Lucy.;lucylucysiubsia;15332;;;FAŁSZ
;Wed Jun 02 18:50:32 +0000 2021;Tokarczuk;;https://dorzeczy.pl/opinie/186979/polska-jak-bialorus-tokarczuk-oczernia-polske-we-wloszech.html;0;1400162934639185926;;;;pl;;FAŁSZ;;85;1400024977399812099;DoRzeczy_pl;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"Warszawa i Mińsk – dwa reżimy. #Tokarczuk oczernia Polskę w znanej włoskiej gazecie
https://t.co/DaMBi5kBf9";https://twitter.com/wjdorczuk/status/1400162934639185926;Thu Oct 11 17:57:29 +0000 2012;874056956;FAŁSZ;making the complicated simple;22320;517;700;15;Europe;electricpike;wjdorczuk;24361;;;FAŁSZ
;Wed Jun 02 18:34:10 +0000 2021;;;;0;1400158817942396928;;;;pl;;;;3;1400109377835704328;KRASP_pl;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Czy leśnik może dla lasu zrobić więcej na uczelni niż w jego ostępach?..
O fenomenie @SGGW_Warszawa, ale też o jedności środowiska rektorów, których współpraca ma moc zmienić 2+2 w 5, mówi w dzisiejszej audycji prof.@Michal_Zasada, Wiceprzewodniczący KRASP
https://t.co/w8w1yfntAJ";https://twitter.com/Wo_Wozniak/status/1400158817942396928;Sat Jan 28 15:32:52 +0000 2012;476858471;FAŁSZ;;1687;244;366;11;;Wojciech Woźniak;Wo_Wozniak;1332;;;FAŁSZ
;Wed Jun 02 18:39:00 +0000 2021;;;;0;1400160033040748547;;;;pl;;;;44;1400024293673742336;Jolanta04248287;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";ZNAJDŹMY TEGO SZMACIARZA‼️‼️‼️Policja udostępnia zdjęcie mężczyzny, który mógł okraść 92-letniego powstańca https://t.co/3hBiZ52S88 przez @OnetWiadomosci;https://twitter.com/aleksandra_ecka/status/1400160033040748547;Wed Jul 13 05:23:42 +0000 2016;753097548861169666;FAŁSZ;Lubię ludzi, kwiaty i zwierzęta. Pedagog specjalny, nauczyciel.;17053;646;998;0;Świętokrzyskie, Polska;Aleksandra Małecka;aleksandra_ecka;7840;;;FAŁSZ
;Wed Jun 02 19:05:11 +0000 2021;Warszawa;;;0;1400166624544624642;;;;pl;;;;381;1400155845044867072;dziadkowiebiz;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"UWAGA #Warszawa Bułgarska 2/4

Pan Grzegorz przez wiele lat w tym samym miejscu prowadził punkt naprawy obuwia. Po zlikwidowaniu bazarku na Sadybie właściciel musiał zmienić lokalizację. Jest mistrzem w swoim fachu i potrafi uratować każde buty. Koniecznie do niego zajrzyjcie! https://t.co/GoK93cfS4L";https://twitter.com/Irwinekxx/status/1400166624544624642;Mon Feb 01 21:02:03 +0000 2016;4870434711;FAŁSZ;cup of tea, rain and netflix mood | fan account;29418;1061;1285;3;;tea;Irwinekxx;67048;;https://awisblr.tumblr.com;FAŁSZ
;Wed Jun 02 19:12:14 +0000 2021;;;;0;1400168397195952133;trzaskowski_;1400125931256156167;370112160;pl;;;;0;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";@trzaskowski_ @warszawa @AldonaMachnow1 A niby czemu z moich podatków rozdaje się mieszkania? Mi też miasto kupi czy muszę być obcym ze wschodu żeby na to zasłużyć?;https://twitter.com/kristopher9990/status/1400168397195952133;Sun Feb 15 15:10:34 +0000 2015;3039218614;FAŁSZ;;7;20;452;0;;Krzysztof;kristopher9990;241;;;FAŁSZ
;Wed Jun 02 19:04:48 +0000 2021;;;;0;1400166524858601472;;;;pl;;;;3;1400066344612204546;pilotazowekp;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Trwają intensywne prace nad przedsięwzięciem😀 Jego partnerzy wzięli dziś udział w seminarium poświęconym modułowi II projektu pn. „Modernizacja systemu szkolenia kadry Służby Więziennej” 👍 https://t.co/j7Ajjtvtnq;https://twitter.com/SWWS_Uczelnia/status/1400166524858601472;Wed Oct 10 10:00:31 +0000 2018;1049962876432211968;FAŁSZ;Oficjalny profil Szkoły Wyższej Wymiaru Sprawiedliwości, https://t.co/A1UCTSTdFx;1379;373;240;1;Warsaw, Poland;Szkoła Wyższa Wymiaru Sprawiedliwości;SWWS_Uczelnia;479;;https://swws.edu.pl/;FAŁSZ
;Wed Jun 02 18:42:33 +0000 2021;Warszawa;;;0;1400160926607757313;;;;pl;;;;381;1400155845044867072;dziadkowiebiz;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"UWAGA #Warszawa Bułgarska 2/4

Pan Grzegorz przez wiele lat w tym samym miejscu prowadził punkt naprawy obuwia. Po zlikwidowaniu bazarku na Sadybie właściciel musiał zmienić lokalizację. Jest mistrzem w swoim fachu i potrafi uratować każde buty. Koniecznie do niego zajrzyjcie! https://t.co/GoK93cfS4L";https://twitter.com/calllys_/status/1400160926607757313;Tue May 02 15:25:42 +0000 2017;859428693109821440;FAŁSZ;;9617;328;859;1;she/her;amelka;calllys_;2405;;;FAŁSZ
;Wed Jun 02 19:16:19 +0000 2021;;;;0;1400169425299554319;;;;pl;;;;1;1400017406819512320;naKolei;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"Pierwszy Impuls @NewagSa dla  @SKM_Warszawa prawie gotowy. Już w wakacje jednostka ma wyjechać na jazdy testowe w Żmigrodzie. @ikolej 

https://t.co/QHYBwBPHLx https://t.co/pqxN1E694C";https://twitter.com/SKM_Warszawa/status/1400169425299554319;Fri Mar 06 08:13:37 +0000 2020;1235840861323145216;FAŁSZ;Informacje Biura Komunikacji Szybkiej Kolei Miejskiej w Warszawie. RT nie oznacza poparcia.;5326;1119;201;16;Warszawa;SKM_Warszawa;SKM_Warszawa;11835;;http://www.skm.warszawa.pl/;FAŁSZ
;Wed Jun 02 18:37:25 +0000 2021;Warszawa;;;0;1400159636062355461;;;;pl;;;;381;1400155845044867072;dziadkowiebiz;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"UWAGA #Warszawa Bułgarska 2/4

Pan Grzegorz przez wiele lat w tym samym miejscu prowadził punkt naprawy obuwia. Po zlikwidowaniu bazarku na Sadybie właściciel musiał zmienić lokalizację. Jest mistrzem w swoim fachu i potrafi uratować każde buty. Koniecznie do niego zajrzyjcie! https://t.co/GoK93cfS4L";https://twitter.com/maciej_szymczak/status/1400159636062355461;Fri May 08 14:32:52 +0000 2015;3242008588;FAŁSZ;Ojciec, mąż, genetyczny Lwowiak | PR | poglądy jak z kopalni, ale wyłącznie własne | Anonimki niech nie liczą na odpowiedź | RT = retweet ≠ poparcie/endorsement;300162;4414;2349;54;LUZ;Maciej Szymczak 🇵🇱 #BabiesLivesMatter;maciej_szymczak;255233;;;FAŁSZ
;Wed Jun 02 19:11:47 +0000 2021;Ekstraklasa Legia;;https://pilkarskiswiat.com/mahir-emreli-podpisze-kontrakt-z-legia-warszawa;1;1400168282855022597;;;;pl;;FAŁSZ;;0;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Mahir Emreli podpisze kontrakt z Legią Warszawa #Ekstraklasa #Legia https://t.co/kHpXnHNYVT;https://twitter.com/Pilkarskiswiat/status/1400168282855022597;Sun Oct 06 20:21:10 +0000 2013;1941951536;FAŁSZ;Futbol 24h;2803;6009;373;26;Polska;Piłkarski Świat;Pilkarskiswiat;36859;;http://www.pilkarskiswiat.com;FAŁSZ
;Wed Jun 02 19:03:06 +0000 2021;Tokarczuk;;https://dorzeczy.pl/opinie/186979/polska-jak-bialorus-tokarczuk-oczernia-polske-we-wloszech.html;0;1400166098381705226;;;;pl;;FAŁSZ;;85;1400024977399812099;DoRzeczy_pl;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"Warszawa i Mińsk – dwa reżimy. #Tokarczuk oczernia Polskę w znanej włoskiej gazecie
https://t.co/DaMBi5kBf9";https://twitter.com/BarbaraS_1953/status/1400166098381705226;Tue Oct 20 19:54:08 +0000 2015;4004404756;FAŁSZ;"Kocham Polskę.  Serce po prawej stronie.
#MuremZaPolskimMundurem";102101;3989;1468;27;Podkarpacie - Polska;Barbara S. 🇵🇱✝️;BarbaraS_1953;109290;;;FAŁSZ
;Wed Jun 02 18:27:40 +0000 2021;;;;0;1400157180972703749;;;;pl;;;;15;1400031578286440453;nowePSL;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"💬 Na biurku premiera @MorawieckiM leży ustawa odszkodowawcza o bonie targowym. Należy ją jak najszybciej przyjąć. Jeśli rządzący wyrzucą ją do kosza, to zgłosimy ją jako własną i doprowadzimy do procedowania.

🍀@PZgorzelskiP
📍Warszawa https://t.co/irySesAbEc";https://twitter.com/PoloniaUnion/status/1400157180972703749;Wed Feb 01 14:33:35 +0000 2012;480458386;FAŁSZ;"POLONIA UNION 
https://t.co/Xiu2vLsjJO
Izba Polska-Azja
https://t.co/4TGPiUvD7d";1495;541;2954;6;Warsaw, Poland;Edgard Skarżyński;PoloniaUnion;3775;;http://poloniaunion.wixsite.com/union;FAŁSZ
;Wed Jun 02 18:50:33 +0000 2021;;https://twitter.com/GrzegorzJanko12/status/1400161629367586816/photo/1;;0;1400162939836026888;;;;pl;;FAŁSZ;;26;1400161629367586816;GrzegorzJanko12;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";To też Warszawa... https://t.co/ePRdYwGp5y;https://twitter.com/ZofiaYgrek/status/1400162939836026888;Thu Sep 22 16:02:32 +0000 2016;778987855687319552;FAŁSZ;Nigdy nie dyskutuj z idiotą. Najpierw sprowadzi cię do swojego poziomu, a potem pokona doświadczeniem.- Mark Twain.;290186;2857;4514;3;Poland;Zofja Ygrek;ZofiaYgrek;363234;;;FAŁSZ
;Wed Jun 02 18:53:02 +0000 2021;;https://twitter.com/wojtekgajewski/status/1400163566028722182/photo/1;https://twitter.com/ZDM_Warszawa/status/1399338692209262594;0;1400163566028722182;;;;pl;;FAŁSZ;1399338692209262594;0;;;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";A może by tak ZDM_Warszawa i prezydę..t Warszawy przenieśli się na stałe do Prypeci? Nie musieli by nam utrudniać życia i mieli by bliski kontakt z naturą? https://t.co/JT9FnkVwrc https://t.co/IlcQG7K57m;https://twitter.com/wojtekgajewski/status/1400163566028722182;Sun Apr 25 18:12:20 +0000 2021;1386382512373575688;FAŁSZ;Jedynie prawda jest ciekawa - Józef Mackiewicz.;17217;172;1100;1;Warszawa, Polska;Wojtek Gajewski 🇵🇱;wojtekgajewski;2213;;;FAŁSZ
;Wed Jun 02 19:14:48 +0000 2021;;;;6;1400169042862804994;tylko_prawda_;1400159586980667398;1278957320471490600;pl;;;;0;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";@tylko_prawda_ Pederastia to zboczenie ( vide S.Raszeja (...) Medycyna Sądowa... ,Warszawa 1990 PZWL str. 158) .;https://twitter.com/Jabbar19701/status/1400169042862804994;Sun Mar 15 18:16:08 +0000 2020;1239254018301530112;FAŁSZ;🇵🇱Pan jest moim Pasterzem,nie brak mi niczego (Ps 23);22174;319;294;1;;Jabbar1970🇵🇱;Jabbar19701;14147;;;FAŁSZ
;Wed Jun 02 18:27:42 +0000 2021;Warszawa;;;0;1400157189499666434;;;;pl;;;;381;1400155845044867072;dziadkowiebiz;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"UWAGA #Warszawa Bułgarska 2/4

Pan Grzegorz przez wiele lat w tym samym miejscu prowadził punkt naprawy obuwia. Po zlikwidowaniu bazarku na Sadybie właściciel musiał zmienić lokalizację. Jest mistrzem w swoim fachu i potrafi uratować każde buty. Koniecznie do niego zajrzyjcie! https://t.co/GoK93cfS4L";https://twitter.com/sloncem_pijana/status/1400157189499666434;Fri May 18 10:20:03 +0000 2018;997421551720026112;FAŁSZ;staram się traktować ludzi with kindness, ale czasem za bardzo mnie wkurzają i tu mi się ulewa, wsm to może trochę częściej niż tylko czasami;121909;614;414;7;;🌞;sloncem_pijana;32545;;;FAŁSZ
;Wed Jun 02 19:39:24 +0000 2021;;;;56;1400175235261947906;ArturLeonowicz;1400174386087346179;4567705953;pl;;;;3;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";@ArturLeonowicz @pieinggg @warszawa @trzaskowski_ @AldonaMachnow1 Miasto chciało, ale @Radziwill_K dzielnie obronił rekkamowy syf;https://twitter.com/MiastoJestNasze/status/1400175235261947906;Mon Oct 14 12:47:46 +0000 2013;1960626020;FAŁSZ;"Największy ruch miejski w 🇵🇱 aktywny od 2013 r. ! Nasze akcje: #ChodziOżycie #Betonoza #StopAlkoNocą
Jesteśmy OPP! Przekaż nam swoje 1,5% podatku.";36392;16941;1258;116;Warsaw, Poland;Miasto Jest Nasze 🌳🚊♻️;MiastoJestNasze;33613;;https://miastojestnasze.org;FAŁSZ
;Wed Jun 02 20:16:19 +0000 2021;;;;0;1400184524504539146;trzaskowski_;1400005093156691970;370112160;pl;;;;0;;;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";@trzaskowski_ @SKM_Warszawa @warszawa @WTP_Warszawa Jakby w Polsce nie dalo sie tego wyprodukowac, brak szacunku dla Polakow u tych gosci.;https://twitter.com/JPrzesladowany/status/1400184524504539146;Sat Oct 24 17:58:31 +0000 2020;1320062050006110208;PRAWDA;Normalny czlowiek;2;0;2;0;;Janusz Przesladowany;JPrzesladowany;1498;;;FAŁSZ
;Wed Jun 02 19:27:57 +0000 2021;Warszawa;;;0;1400172353934462977;;;;pl;;;;381;1400155845044867072;dziadkowiebiz;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"UWAGA #Warszawa Bułgarska 2/4

Pan Grzegorz przez wiele lat w tym samym miejscu prowadził punkt naprawy obuwia. Po zlikwidowaniu bazarku na Sadybie właściciel musiał zmienić lokalizację. Jest mistrzem w swoim fachu i potrafi uratować każde buty. Koniecznie do niego zajrzyjcie! https://t.co/GoK93cfS4L";https://twitter.com/mykkeaa/status/1400172353934462977;Tue Feb 21 11:24:07 +0000 2017;834000744181297153;FAŁSZ;…;14468;52;293;3;;fea;mykkeaa;3569;;;FAŁSZ
;Wed Jun 02 20:09:47 +0000 2021;;;;0;1400182881666973696;;;;pl;;;;11;1399999231386001408;warszawa;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Uwaga jedzie tramwaj❗ W związku z nowymi przepisami piesi wchodzący na pasy mają pierwszeństwo przed każdym pojazdem z wyjątkiem tramwaju. 🚋 By o tym nie zapominać Tramwaje Warszawskie zajęły się dodatkowym znakowaniem przejść dla pieszych. 🚦 https://t.co/hHOqYqizxY;https://twitter.com/RKaznowska/status/1400182881666973696;Tue Oct 11 06:38:57 +0000 2016;785731393280061440;FAŁSZ;Zastępca prezydenta @Warszawa. Edukacja | Polityka Zdrowotna | Sport i rekreacja | Stołeczny konserwator zabytków. Deputy Mayor of Warsaw;10037;7804;285;48;Warszawa, Polska;Renata Kaznowska;RKaznowska;6097;;;FAŁSZ
;Wed Jun 02 19:37:11 +0000 2021;;;;1;1400174676169707525;MiastoUrsynow;1400145896931827713;3075058271;pl;;;;0;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"@MiastoUrsynow @warszawa Kiedyś przechodziło się przez granicę tylko na dowód, teraz na dowód można przejść na drugą stronę, ""fajne"". Na wioskę Ursynów trudno trafić, zostaję na Woli palanty";https://twitter.com/JotPaolo/status/1400174676169707525;Sun Mar 10 19:13:09 +0000 2019;1104822517519302657;FAŁSZ;"Don't let Monday ruin your Sunday.
Remember, remember the 5th of November";193904;757;995;2;Warsaw, Poland;Paolo Jot;JotPaolo;119409;;;FAŁSZ
;Wed Jun 02 20:07:30 +0000 2021;;;;0;1400182306715975684;Janusz39606563;1400157292205641735;1231210964042866700;pl;;;;0;;;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";@Janusz39606563 Okazuje się, w wielu miejscach je się rosół z ziemniakami. Tu pisali, źe na Podkarpaciu, na Kaszubach, w Łódzkiem, okolice Kielc, a ja jestem Warszawa. Także cała Polska stoi rosołem z ziemniakami😁;https://twitter.com/Izabell83031842/status/1400182306715975684;Mon Sep 23 22:43:59 +0000 2019;1176265875562930176;FAŁSZ;Wolność kocham i rozumiem. Wolności oddać nie umiem. 🇵🇱🇪🇺🦉🐺🐈 #StandWithUkraine🇺🇦;110288;4400;1763;14;;Izabella❄️;Izabell83031842;60758;;;FAŁSZ
